Loan_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Purpose,Interest_Rate,Loan_Term,Income,Employment_Type,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,Application_Status,Default_Status,Repayment_Status,Branch,State,Gender
L108831,C50909,2023-05-06,1518227,Personal,14.43,24,37311.0,Business Owner,308.0,3,43.2,Rejected,Default,Missed,Hyderabad,Karnataka,Female
L108832,C51132,2024-07-09,53298,Vehicle,13.73,60,67169.0,Freelancer,356.0,1,29.5,Pending,Default,Delayed,Bangalore,Telangana,Male
L108833,C52620,2024-04-22,1792220,Vehicle,11.16,36,39404.0,Business Owner,690.0,0,11.5,Approved,No Default,On Time,Bangalore,Telangana,Female
L108834,C50598,2024-01-03,1825182,Business,17.29,12,99499.0,Self-employed,527.0,1,49.6,Rejected,No Default,On Time,Mumbai,Telangana,Female
L108835,C52048,2023-12-15,1583414,Personal,14.99,60,68689.0,Freelancer,714.0,0,11.3,Approved,Default,Delayed,Mumbai,Maharashtra,Male
L108836,C51833,2024-10-30,1498279,Business,22.37,36,153686.0,Salaried,750.0,2,19.9,Approved,No Default,On Time,Delhi,Telangana,Male
L108837,C52700,2023-09-06,1279148,Business,19.74,24,77752.0,Business Owner,704.0,0,59.0,Pending,No Default,Delayed,Chennai,Karnataka,Female
L108838,C50394,2023-04-12,87913,Personal,15.76,36,112675.0,Salaried,744.0,3,39.0,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Male
L108839,C50905,2023-10-08,1359460,Education,18.48,12,179603.0,Business Owner,429.0,3,18.7,Pending,No Default,On Time,Hyderabad,Maharashtra,Female
L108840,C50745,2023-01-03,1805347,Education,8.6,60,194652.0,Self-employed,686.0,3,47.1,Approved,No Default,Missed,Chennai,Maharashtra,Male
L108841,C52762,2023-01-17,304681,Vehicle,10.12,12,37812.0,Self-employed,683.0,0,51.5,Pending,No Default,Missed,Bangalore,Delhi,Female
L108842,C52927,2024-11-22,853959,Personal,16.75,24,71731.0,Freelancer,605.0,1,59.5,Rejected,Default,Missed,Mumbai,Telangana,Male
L108843,C50009,2024-07-22,265290,Home,10.89,36,183273.0,Self-employed,612.0,4,30.4,Approved,Default,On Time,Mumbai,Telangana,Male
L108844,C50615,2023-04-10,910972,Home,12.36,12,43965.0,Salaried,744.0,5,10.0,Approved,No Default,Missed,Delhi,Tamil Nadu,Male
L108845,C51559,2023-06-04,1454717,Home,19.43,24,52681.0,Freelancer,367.0,5,32.4,Pending,Default,Missed,Bangalore,Maharashtra,Female
L108846,C50514,2024-09-28,803515,Vehicle,14.43,24,138966.0,Salaried,692.0,4,39.9,Approved,No Default,Missed,Chennai,Delhi,Male
L108847,C51014,2023-01-13,1196460,Vehicle,16.74,12,40930.0,Self-employed,758.0,3,8.7,Approved,No Default,Delayed,Bangalore,Delhi,Female
L108848,C53265,2023-09-22,1308243,Education,13.04,24,153503.0,Self-employed,683.0,3,45.8,Approved,No Default,On Time,Delhi,Maharashtra,Female
L108849,C51092,2023-09-14,943978,Home,20.3,12,133878.0,Business Owner,782.0,5,44.0,Approved,No Default,Delayed,Bangalore,Maharashtra,Male
L108850,C50610,2023-11-10,909726,Personal,17.79,36,166161.0,Self-employed,683.0,4,45.7,Approved,No Default,On Time,Mumbai,Delhi,Male
L108851,C53421,2024-08-06,309790,Vehicle,16.95,36,172915.0,Freelancer,532.0,1,28.3,Pending,Default,Delayed,Bangalore,Tamil Nadu,Female
L108852,C51056,2023-10-01,152365,Home,19.63,24,52710.0,Freelancer,670.0,5,53.0,Pending,No Default,Delayed,Bangalore,Karnataka,Male
L108853,C50970,2024-08-08,1389992,Business,16.21,12,28641.0,Freelancer,429.0,2,53.5,Rejected,Default,Missed,Mumbai,Maharashtra,Female
L108854,C52756,2024-07-05,1183146,Vehicle,21.76,36,62502.0,Self-employed,778.0,3,6.1,Approved,No Default,Delayed,Hyderabad,Karnataka,Female
L108855,C52406,2023-04-01,1754580,Personal,9.82,60,48434.0,Freelancer,840.0,5,50.2,Rejected,No Default,Delayed,Chennai,Tamil Nadu,Female
L108856,C51287,2024-07-17,1047165,Education,13.77,24,87829.0,Business Owner,723.0,5,8.1,Approved,No Default,Delayed,Delhi,Tamil Nadu,Female
L108857,C51761,2023-09-03,679508,Personal,17.11,36,190604.0,Salaried,574.0,0,27.6,Pending,Default,Delayed,Bangalore,Maharashtra,Female
L108858,C52076,2023-05-24,548942,Home,8.25,36,111871.0,Freelancer,408.0,5,53.7,Rejected,Default,Missed,Chennai,Tamil Nadu,Male
L108859,C50654,2024-02-18,1293071,Home,18.55,60,133226.0,Salaried,806.0,3,49.0,Approved,No Default,Delayed,Hyderabad,Delhi,Male
L108860,C51300,2023-06-11,1313339,Vehicle,9.57,24,87197.0,Salaried,834.0,5,16.7,Approved,No Default,On Time,Chennai,Telangana,Female
L108861,C50756,2024-10-02,1205788,Vehicle,12.78,24,39598.0,Freelancer,599.0,5,9.3,Approved,No Default,On Time,Mumbai,Telangana,Female
L108862,C50926,2024-08-18,1262351,Business,16.94,24,67066.0,Business Owner,467.0,0,12.5,Pending,Default,Delayed,Chennai,Karnataka,Male
L108863,C51541,2023-09-25,312143,Personal,8.22,60,144813.0,Salaried,487.0,2,50.8,Rejected,No Default,Missed,Bangalore,Delhi,Male
L108864,C51299,2024-01-27,380732,Home,7.98,12,88171.0,Salaried,344.0,0,45.3,Pending,Default,On Time,Hyderabad,Maharashtra,Male
L108865,C51488,2024-12-26,1793120,Education,17.61,36,106442.0,Salaried,831.0,5,10.9,Approved,No Default,On Time,Hyderabad,Tamil Nadu,Female
L108866,C52404,2023-03-09,717698,Personal,15.49,12,125882.0,Business Owner,615.0,3,48.7,Approved,No Default,Delayed,Bangalore,Karnataka,Female
L108867,C50731,2024-07-18,1986185,Home,17.26,60,137174.0,Business Owner,793.0,4,8.3,Approved,No Default,Delayed,Bangalore,Maharashtra,Male
L108868,C50127,2023-01-08,1638193,Vehicle,9.78,12,38965.0,Salaried,346.0,5,53.3,Rejected,Default,Missed,Delhi,Tamil Nadu,Male
L108869,C50574,2024-04-07,307542,Personal,18.47,24,22448.0,Self-employed,419.0,0,26.8,Rejected,No Default,Delayed,Chennai,Maharashtra,Female
L108870,C50864,2023-05-31,679101,Education,12.64,36,183201.0,Freelancer,620.0,3,39.7,Approved,No Default,Missed,Bangalore,Maharashtra,Female
L108871,C50245,2023-02-17,1666220,Personal,12.21,24,179427.0,Freelancer,405.0,4,18.1,Rejected,No Default,Missed,Chennai,Karnataka,Male
L108872,C50857,2023-10-24,1509655,Vehicle,9.67,12,134490.0,Freelancer,468.0,5,52.7,Pending,Default,On Time,Mumbai,Delhi,Male
L108873,C53036,2024-05-17,839247,Business,9.75,24,38281.0,Freelancer,323.0,2,47.8,Pending,No Default,On Time,Hyderabad,Tamil Nadu,Male
L108874,C50549,2024-08-01,686368,Education,11.63,60,75564.0,Freelancer,704.0,4,19.1,Approved,No Default,On Time,Delhi,Karnataka,Male
L108875,C51869,2023-08-08,72780,Personal,21.57,24,189249.0,Self-employed,605.0,4,41.3,Approved,No Default,Delayed,Hyderabad,Delhi,Female
L108876,C51944,2023-04-09,1315082,Vehicle,11.19,12,144286.0,Salaried,582.0,2,34.5,Approved,No Default,On Time,Mumbai,Karnataka,Female
L108877,C52819,2024-01-30,1847244,Personal,14.36,24,43374.0,Salaried,810.0,0,57.2,Pending,No Default,Delayed,Bangalore,Maharashtra,Female
L108878,C53033,2023-02-01,853751,Business,18.01,12,25815.0,Salaried,365.0,5,35.2,Pending,No Default,Missed,Chennai,Karnataka,Male
L108879,C53143,2024-01-19,1714160,Education,16.05,60,24237.0,Business Owner,425.0,4,11.7,Pending,Default,On Time,Chennai,Maharashtra,Female
L108880,C53352,2023-08-16,1356456,Personal,20.31,60,54458.0,Self-employed,752.0,5,47.3,Approved,No Default,Missed,Hyderabad,Tamil Nadu,Female
L108881,C50248,2024-11-07,1832167,Vehicle,13.28,12,89640.0,Self-employed,324.0,5,55.7,Rejected,Default,On Time,Mumbai,Maharashtra,Male
L108882,C52104,2024-09-27,1600440,Personal,11.06,24,107376.0,Self-employed,368.0,1,6.1,Rejected,Default,On Time,Bangalore,Karnataka,Female
L108883,C51813,2023-08-23,1348179,Vehicle,13.49,36,121885.0,Salaried,412.0,3,51.8,Rejected,No Default,On Time,Delhi,Tamil Nadu,Male
L108884,C50345,2023-11-10,1052282,Education,21.0,60,26738.0,Business Owner,636.0,3,23.7,Approved,No Default,On Time,Delhi,Telangana,Female
L108885,C50480,2023-06-14,1681091,Home,11.82,24,162943.0,Self-employed,531.0,3,7.8,Rejected,No Default,Delayed,Chennai,Tamil Nadu,Female
L108886,C51378,2024-03-16,1999920,Home,17.13,60,50796.0,Salaried,419.0,1,24.0,Rejected,Default,Delayed,Delhi,Maharashtra,Male
L108887,C52001,2024-01-12,260417,Home,15.72,60,125066.0,Freelancer,736.0,1,10.3,Approved,Default,Delayed,Delhi,Maharashtra,Male
L108888,C52033,2024-08-27,1459996,Business,9.57,36,188676.0,Freelancer,609.0,3,14.0,Approved,Default,Missed,Chennai,Maharashtra,Female
L108889,C53309,2024-12-16,631107,Home,22.13,12,135489.0,Self-employed,505.0,4,33.0,Pending,Default,Delayed,Delhi,Karnataka,Male
L108890,C51931,2024-10-15,1502958,Home,14.02,60,105177.0,Freelancer,354.0,4,50.1,Pending,No Default,On Time,Chennai,Karnataka,Male
L108891,C51952,2024-07-19,1067557,Education,16.24,60,133340.0,Self-employed,383.0,3,31.1,Rejected,Default,On Time,Bangalore,Maharashtra,Female
L108892,C50893,2023-05-07,1166701,Personal,21.01,12,169141.0,Self-employed,356.0,4,22.7,Pending,No Default,Missed,Chennai,Delhi,Male
L108893,C51333,2024-05-11,1132279,Home,17.07,12,160941.0,Salaried,369.0,2,36.7,Pending,No Default,Missed,Bangalore,Karnataka,Male
L108894,C50401,2024-02-04,1774098,Business,16.37,24,70786.0,Freelancer,748.0,0,24.3,Approved,No Default,On Time,Bangalore,Karnataka,Male
L108895,C52595,2024-10-12,827251,Personal,19.3,60,163237.0,Self-employed,711.0,5,39.0,Approved,No Default,Delayed,Delhi,Telangana,Male
L108896,C52245,2024-02-08,1139374,Personal,19.11,36,155819.0,Business Owner,381.0,1,36.3,Rejected,Default,On Time,Delhi,Tamil Nadu,Male
L108897,C53011,2024-09-05,1182046,Vehicle,7.54,36,106880.0,Freelancer,382.0,4,37.9,Pending,No Default,On Time,Delhi,Maharashtra,Female
L108898,C53154,2023-03-31,1198361,Personal,16.38,36,151857.0,Business Owner,553.0,3,38.3,Rejected,No Default,On Time,Hyderabad,Maharashtra,Male
L108899,C50439,2024-08-18,1625713,Home,15.77,60,197632.0,Self-employed,393.0,0,31.3,Pending,Default,On Time,Hyderabad,Tamil Nadu,Female
L108900,C50121,2023-09-11,1920802,Education,13.43,12,145183.0,Freelancer,302.0,1,19.1,Pending,Default,On Time,Hyderabad,Tamil Nadu,Female
L108901,C51850,2023-06-11,1356095,Business,10.37,60,174717.0,Salaried,589.0,1,29.7,Approved,Default,On Time,Bangalore,Tamil Nadu,Male
L108902,C51026,2024-06-26,650994,Business,13.39,36,88036.0,Self-employed,687.0,5,40.6,Approved,No Default,On Time,Hyderabad,Karnataka,Female
L108903,C51338,2024-04-27,206669,Personal,20.99,24,22319.0,Salaried,601.0,1,13.8,Approved,Default,On Time,Bangalore,Telangana,Female
L108904,C50628,2024-10-25,1797145,Education,11.79,24,179455.0,Self-employed,521.0,2,7.5,Rejected,Default,Missed,Bangalore,Maharashtra,Male
L108905,C51345,2023-06-04,1485339,Home,18.77,24,128761.0,Business Owner,345.0,3,40.8,Rejected,No Default,Delayed,Mumbai,Karnataka,Female
L108906,C51598,2024-12-09,138882,Education,14.52,24,157238.0,Salaried,387.0,1,43.0,Pending,No Default,Delayed,Hyderabad,Telangana,Female
L108907,C53133,2023-01-28,1716700,Personal,17.47,36,131580.0,Self-employed,621.0,2,30.2,Approved,No Default,Delayed,Bangalore,Delhi,Female
L108908,C50863,2023-04-19,1233431,Business,18.96,36,33535.0,Self-employed,711.0,0,45.6,Approved,Default,Delayed,Chennai,Telangana,Male
L108909,C53253,2023-02-19,711105,Personal,13.0,60,194187.0,Salaried,560.0,4,48.7,Rejected,No Default,Delayed,Chennai,Tamil Nadu,Male
L108910,C53253,2024-07-28,1371994,Education,11.02,12,170103.0,Self-employed,687.0,5,47.4,Approved,No Default,On Time,Mumbai,Delhi,Male
L108911,C52633,2024-09-21,1062027,Personal,17.94,12,134100.0,Salaried,794.0,1,52.0,Pending,No Default,Missed,Chennai,Karnataka,Female
L108912,C50742,2024-10-12,1026390,Education,8.54,60,77821.0,Salaried,721.0,3,40.2,Approved,No Default,Missed,Mumbai,Delhi,Male
L108913,C53259,2024-06-23,876581,Home,11.23,36,119137.0,Freelancer,405.0,2,13.7,Rejected,Default,Missed,Bangalore,Telangana,Male
L108914,C52464,2023-09-16,1926971,Business,9.47,36,38088.0,Business Owner,805.0,2,53.0,Rejected,No Default,On Time,Chennai,Tamil Nadu,Female
L108915,C52562,2023-04-22,1862772,Home,10.84,36,133184.0,Salaried,445.0,3,55.5,Rejected,No Default,Missed,Delhi,Telangana,Female
L108916,C51958,2024-10-05,1584113,Vehicle,19.5,60,133134.0,Business Owner,403.0,2,43.7,Rejected,Default,On Time,Hyderabad,Karnataka,Female
L108917,C52560,2024-12-04,1694012,Personal,9.63,24,31552.0,Self-employed,843.0,3,52.3,Rejected,No Default,Delayed,Mumbai,Maharashtra,Female
L108918,C50314,2023-06-15,572349,Vehicle,21.54,60,185398.0,Business Owner,385.0,1,32.7,Rejected,Default,Delayed,Delhi,Telangana,Female
L108919,C52600,2023-08-03,1975321,Education,8.59,12,171721.0,Freelancer,500.0,5,19.0,Rejected,Default,On Time,Chennai,Tamil Nadu,Male
L108920,C52745,2024-05-20,1582760,Personal,13.48,12,130217.0,Salaried,511.0,0,32.7,Rejected,Default,Delayed,Hyderabad,Delhi,Male
L108921,C52767,2024-01-01,679580,Personal,9.05,12,32551.0,Self-employed,306.0,2,29.0,Pending,Default,Missed,Delhi,Karnataka,Male
L108922,C52090,2023-04-23,1988929,Vehicle,8.63,12,150946.0,Self-employed,849.0,1,27.9,Approved,Default,Missed,Chennai,Karnataka,Male
L108923,C50052,2024-04-26,1475075,Vehicle,9.62,24,26467.0,Business Owner,422.0,0,9.7,Rejected,No Default,Delayed,Chennai,Maharashtra,Male
L108924,C52156,2023-10-29,1422344,Vehicle,12.09,24,184117.0,Business Owner,800.0,2,24.1,Approved,No Default,Missed,Mumbai,Karnataka,Male
L108925,C50017,2023-04-11,1075995,Business,21.49,24,112205.0,Freelancer,746.0,4,30.0,Approved,No Default,On Time,Delhi,Delhi,Male
L108926,C50248,2024-07-26,1285413,Education,15.42,36,47258.0,Freelancer,612.0,1,48.8,Approved,No Default,Delayed,Delhi,Karnataka,Male
L108927,C52890,2023-09-18,1660410,Education,10.43,12,77877.0,Freelancer,760.0,4,23.8,Approved,No Default,On Time,Bangalore,Telangana,Male
L108928,C52839,2023-07-27,245027,Personal,21.82,60,136201.0,Business Owner,476.0,0,9.7,Pending,No Default,On Time,Delhi,Telangana,Female
L108929,C52881,2024-07-03,458288,Personal,14.48,36,169248.0,Salaried,672.0,0,7.2,Approved,No Default,Delayed,Hyderabad,Tamil Nadu,Female
L108930,C52351,2023-09-02,534228,Vehicle,8.1,24,134336.0,Self-employed,699.0,1,16.2,Approved,No Default,Delayed,Hyderabad,Telangana,Male
L108931,C50087,2023-10-07,1992645,Vehicle,19.19,60,85174.0,Salaried,462.0,0,54.9,Rejected,No Default,Missed,Delhi,Delhi,Male
L108932,C51695,2024-11-24,841036,Home,11.36,12,126607.0,Salaried,795.0,1,28.7,Approved,No Default,On Time,Delhi,Delhi,Male
L108933,C51392,2023-08-13,299666,Business,19.91,60,81032.0,Business Owner,772.0,5,33.1,Approved,No Default,On Time,Bangalore,Karnataka,Female
L108934,C52478,2024-09-25,1763565,Home,17.61,12,154787.0,Freelancer,516.0,0,22.5,Pending,No Default,Missed,Bangalore,Karnataka,Male
L108935,C51073,2024-02-22,1271267,Personal,18.86,12,85062.0,Business Owner,305.0,0,46.2,Rejected,Default,On Time,Mumbai,Maharashtra,Male
L108936,C50556,2023-10-23,1726162,Personal,15.97,24,93597.0,Salaried,569.0,3,22.7,Rejected,Default,On Time,Chennai,Maharashtra,Female
L108937,C51760,2023-11-22,1760828,Vehicle,20.35,24,140641.0,Self-employed,421.0,1,26.5,Rejected,No Default,Delayed,Delhi,Maharashtra,Female
L108938,C52164,2024-05-03,1758331,Vehicle,7.91,60,98099.0,Freelancer,482.0,2,32.9,Rejected,No Default,On Time,Delhi,Telangana,Male
L108939,C51443,2023-10-27,1406471,Vehicle,11.6,36,63138.0,Self-employed,762.0,5,30.3,Approved,No Default,Delayed,Delhi,Delhi,Female
L108940,C53267,2023-07-18,1747166,Personal,19.78,24,92795.0,Self-employed,418.0,1,16.3,Rejected,Default,Missed,Delhi,Maharashtra,Male
L108941,C52330,2023-06-11,1651274,Personal,16.24,36,147894.0,Salaried,739.0,3,51.8,Rejected,No Default,Delayed,Bangalore,Delhi,Male
L108942,C52070,2024-07-01,237422,Business,10.22,24,161183.0,Salaried,476.0,1,21.6,Pending,No Default,Delayed,Bangalore,Maharashtra,Male
L108943,C52965,2024-10-30,788336,Vehicle,14.15,36,53546.0,Salaried,471.0,3,15.0,Rejected,Default,Missed,Delhi,Tamil Nadu,Female
L108944,C53411,2024-07-02,548323,Vehicle,22.19,36,121967.0,Self-employed,548.0,1,22.7,Rejected,Default,Delayed,Mumbai,Karnataka,Female
L108945,C51563,2023-04-14,1381165,Business,15.87,24,180844.0,Salaried,370.0,3,36.4,Rejected,No Default,Missed,Bangalore,Delhi,Female
L108946,C51936,2023-05-03,1171105,Education,10.63,24,27824.0,Business Owner,695.0,1,46.5,Approved,No Default,Missed,Mumbai,Telangana,Male
L108947,C52388,2024-01-28,1980724,Home,21.18,60,138095.0,Salaried,622.0,5,21.8,Approved,No Default,Missed,Bangalore,Karnataka,Male
L108948,C52811,2023-06-11,743042,Home,9.42,60,186054.0,Business Owner,579.0,5,17.8,Rejected,Default,On Time,Chennai,Maharashtra,Female
L108949,C51088,2023-07-13,1983369,Education,19.21,60,108365.0,Business Owner,394.0,2,16.6,Rejected,No Default,Delayed,Mumbai,Maharashtra,Male
L108950,C51324,2023-02-01,1702885,Vehicle,16.24,12,84876.0,Self-employed,594.0,5,19.8,Approved,Default,Missed,Delhi,Telangana,Female
L108951,C52959,2024-07-17,606325,Vehicle,16.12,12,70071.0,Salaried,585.0,0,51.4,Pending,No Default,On Time,Hyderabad,Karnataka,Male
L108952,C53165,2024-07-25,292511,Education,17.19,24,113294.0,Self-employed,367.0,5,36.8,Pending,Default,Delayed,Bangalore,Maharashtra,Male
L108953,C50070,2023-10-10,448782,Vehicle,20.7,60,53873.0,Self-employed,485.0,5,11.5,Rejected,No Default,On Time,Bangalore,Karnataka,Female
L108954,C52923,2024-06-11,1016034,Personal,9.95,36,145486.0,Business Owner,717.0,5,6.8,Approved,No Default,Missed,Delhi,Maharashtra,Female
L108955,C50739,2024-10-07,496968,Business,7.81,24,40039.0,Freelancer,377.0,2,14.2,Rejected,No Default,Missed,Mumbai,Telangana,Female
L108956,C51751,2023-02-01,938930,Business,20.0,24,120047.0,Freelancer,665.0,4,53.6,Pending,No Default,Delayed,Chennai,Karnataka,Female
L108957,C52677,2023-03-09,180353,Home,16.48,24,181653.0,Self-employed,697.0,4,32.0,Approved,No Default,On Time,Hyderabad,Maharashtra,Female
L108958,C52970,2024-08-15,1496187,Home,19.92,12,192751.0,Freelancer,427.0,0,35.2,Pending,Default,On Time,Bangalore,Maharashtra,Male
L108959,C52766,2023-03-09,1380603,Education,15.64,12,65470.0,Freelancer,847.0,5,5.8,Approved,No Default,Missed,Mumbai,Maharashtra,Female
L108960,C50748,2024-02-26,1605508,Business,7.93,36,92859.0,Freelancer,577.0,5,19.0,Rejected,No Default,Missed,Chennai,Telangana,Male
L108961,C51501,2023-08-14,576136,Home,8.55,24,199463.0,Salaried,742.0,2,56.3,Rejected,No Default,On Time,Bangalore,Delhi,Male
L108962,C51558,2023-03-23,734504,Home,12.6,24,113897.0,Salaried,651.0,5,44.3,Approved,No Default,Missed,Mumbai,Karnataka,Female
L108963,C51611,2023-01-03,1463715,Personal,12.94,60,46628.0,Business Owner,325.0,0,37.0,Pending,Default,Delayed,Hyderabad,Telangana,Female
L108964,C52940,2024-11-16,1394892,Business,7.66,60,54303.0,Freelancer,818.0,2,59.5,Pending,No Default,Missed,Delhi,Karnataka,Female
L108965,C51225,2024-05-10,354884,Home,9.96,24,171817.0,Business Owner,461.0,4,29.1,Rejected,No Default,Delayed,Delhi,Telangana,Male
L108966,C51734,2023-12-05,1052078,Personal,22.25,12,135055.0,Business Owner,458.0,4,50.7,Pending,No Default,Missed,Hyderabad,Tamil Nadu,Female
L108967,C51280,2023-07-19,1608235,Home,16.85,60,74715.0,Self-employed,563.0,1,24.3,Rejected,Default,Missed,Hyderabad,Karnataka,Male
L108968,C51789,2024-06-18,563955,Vehicle,19.4,36,145053.0,Business Owner,338.0,3,5.4,Rejected,No Default,On Time,Chennai,Telangana,Male
L108969,C50160,2023-01-16,1711087,Home,16.53,12,33833.0,Salaried,818.0,2,43.5,Approved,No Default,Delayed,Chennai,Karnataka,Female
L108970,C51886,2023-02-16,784012,Business,10.65,36,192557.0,Self-employed,674.0,3,44.6,Approved,No Default,Delayed,Hyderabad,Delhi,Male
L108971,C51467,2023-12-07,1149306,Business,22.1,60,80266.0,Freelancer,464.0,2,50.5,Pending,No Default,Delayed,Delhi,Telangana,Male
L108972,C51808,2024-11-17,1322338,Business,12.18,24,128159.0,Freelancer,785.0,3,28.0,Approved,No Default,Delayed,Delhi,Delhi,Male
L108973,C50522,2024-09-12,1274895,Education,10.91,12,164152.0,Self-employed,585.0,4,37.0,Approved,No Default,Delayed,Chennai,Maharashtra,Male
L108974,C51039,2024-04-15,1059225,Vehicle,21.9,60,59323.0,Self-employed,305.0,5,53.7,Rejected,No Default,Delayed,Bangalore,Telangana,Female
L108975,C52982,2024-12-24,869511,Vehicle,12.74,60,151494.0,Salaried,606.0,4,5.7,Approved,No Default,Delayed,Mumbai,Karnataka,Male
L108976,C53322,2023-08-09,257080,Vehicle,22.36,24,182434.0,Business Owner,678.0,1,26.1,Approved,No Default,Delayed,Delhi,Karnataka,Male
L108977,C51987,2024-10-12,1317309,Home,9.48,24,101954.0,Business Owner,680.0,2,56.7,Pending,No Default,Missed,Chennai,Maharashtra,Male
L108978,C50167,2023-08-21,1638087,Personal,21.38,60,185220.0,Salaried,728.0,1,20.3,Approved,No Default,Delayed,Mumbai,Maharashtra,Male
L108979,C51989,2023-08-30,335080,Personal,20.94,60,105417.0,Business Owner,547.0,1,32.1,Rejected,No Default,Delayed,Chennai,Karnataka,Female
L108980,C51261,2024-07-11,640608,Home,8.55,12,70593.0,Salaried,486.0,2,54.6,Rejected,No Default,Missed,Bangalore,Delhi,Female
L108981,C52465,2023-12-09,598034,Vehicle,22.31,12,46530.0,Business Owner,460.0,1,8.7,Rejected,No Default,Delayed,Bangalore,Maharashtra,Male
L108982,C52211,2023-08-09,1530980,Vehicle,8.6,36,108806.0,Self-employed,729.0,4,27.2,Approved,Default,Delayed,Mumbai,Maharashtra,Female
L108983,C53111,2024-09-06,994549,Vehicle,17.06,24,156529.0,Salaried,424.0,0,25.2,Pending,Default,Delayed,Hyderabad,Tamil Nadu,Male
L108984,C51165,2024-07-31,1160599,Education,18.72,24,179997.0,Self-employed,471.0,0,9.0,Pending,No Default,On Time,Hyderabad,Tamil Nadu,Female
